playerId,name,position,team,birthDate,weight,height,nationality,shootsCatches,primaryNumber,primaryPosition
8476419,Jean-Gabriel Pageau,C,NYI,11/11/1992,184,70,CAN,R,44,C
8470373,Jeff Hamilton,C,TOR,9/4/1977,185,70,USA,R,51,C
8474511,Jeff Penner,D,BOS,4/13/1987,183,70,CAN,R,62,D
8479407,Jesper Bratt,L,NJD,7/30/1998,175,70,SWE,L,63,L
8482834,Jesper Froden,R,BOS,9/21/1994,179,70,SWE,R,38,R
8473523,Jhonas Enroth,G,TOR,6/25/1988,175,70,SWE,L,31,G
8470201,Jiri Hudler,R,DAL,1/4/1984,190,70,CZE,L,22,R
8475767,Joey Hishon,C,COL,10/20/1991,170,70,CAN,L,38,C
8468639,John-Michael Liles,D,BOS,11/25/1980,185,70,USA,L,26,D
8465024,Jon Sim,L,NYI,9/29/1977,189,70,CAN,L,16,L
8473616,Jonathan Rheault,R,FLA,8/1/1986,202,70,USA,R,52,R
8480913,Jordan Gross,D,NSH,5/9/1995,190,70,USA,R,79,D
8481606,Jordan Spence,D,LAK,2/24/2001,180,70,CAN,R,53,D
8475738,Jordan Weal,C,MTL,4/15/1992,179,70,CAN,R,40,C
8479970,Joseph Gambardella,C,EDM,12/1/1993,196,70,USA,L,45,C
8476326,Josh Archibald,R,PIT,10/6/1992,176,70,CAN,R,45,R
8477680,Josh Currie,R,PIT,10/29/1992,172,70,CAN,R,43,R
8475413,Justin Dowling,C,VAN,10/1/1990,180,70,CAN,L,37,C
8476235,Justin Fontaine,R,MIN,11/6/1987,174,70,CAN,R,14,R
8479290,Kalle Kossila,C,ANA,4/14/1993,185,70,FIN,L,83,C
8477942,Kevin Fiala,L,LAK,7/22/1996,193,70,CHE,L,22,L
8459670,Kimmo Timonen,D,CHI,3/18/1975,194,70,FIN,L,44,D
8446485,Kris Draper,C,DET,5/24/1971,188,70,CAN,L,33,C
8471729,Kris Russell,D,EDM,5/2/1987,170,70,CAN,L,4,D
8469581,Kyle Wellwood,C,WPG,5/16/1983,181,70,CAN,R,13,C
8474059,Linus Omark,L,BUF,2/5/1987,187,70,SWE,L,17,L
8468598,Lubomir Visnovsky,D,NYI,8/11/1976,192,70,SVK,L,11,D
8459308,Manny Legace,G,CAR,2/4/1973,200,70,CAN,L,34,G
8469670,Marek Svatos,R,OTT,6/17/1982,185,70,SVK,R,10,R
8473914,Mark Letestu,C,WPG,2/4/1985,195,70,CAN,R,55,C
8474705,Mark Olver,C,COL,1/1/1988,170,70,CAN,L,10,C
8450725,Mark Recchi,R,BOS,2/1/1968,195,70,CAN,L,28,R
8471277,Martins Karsums,R,T.B,2/26/1986,198,70,LVA,R,44,R
8479972,Mason Shaw,C,MIN,11/3/1998,184,70,CAN,L,58,C
8473618,Mathieu Perreault,C,MTL,1/5/1988,188,70,CAN,L,85,L
8476177,Matt Read,R,MIN,6/14/1986,188,70,CAN,R,10,R
8475060,Matt Taormina,D,T.B,10/20/1986,188,70,USA,L,51,D
8471821,Matt Watkins,R,ARI,11/22/1986,181,70,CAN,L,50,R
8477503,Max Domi,C,CHI,3/2/1995,193,70,CAN,L,13,C
8475798,Mikael Granlund,C,NSH,2/26/1992,185,70,FIN,L,64,R
8467964,Mike Comrie,C,PIT,9/11/1980,185,70,CAN,L,19,C
8471941,Mike Duco,R,VAN,7/8/1987,200,70,CAN,L,79,R
8476765,Mike Halmo,L,NYI,5/15/1991,188,70,CAN,L,49,L
8475436,Mike Liambas,L,ANA,2/16/1989,195,70,CAN,L,27,L
8480087,Mike Vecchione,R,WSH,2/25/1993,194,70,USA,R,74,C
8466266,Mike York,L,CBJ,1/3/1978,185,70,USA,R,78,L
8478447,Nick Merkley,R,SJS,5/23/1997,194,70,CAN,L,38,R
8471697,Niclas Bergfors,R,NSH,3/7/1987,194,70,SWE,R,18,R
8467943,Niklas Hagman,L,ANA,12/5/1979,205,70,FIN,L,12,L
8478569,Noel Acciari,C,STL,12/1/1991,205,70,USA,R,55,C
8474114,Oscar Moller,R,L.A,1/22/1989,189,70,SWE,R,9,R
8474141,Patrick Kane,R,CHI,11/19/1988,177,70,USA,L,88,R
8459426,Paul Kariya,L,STL,10/16/1974,185,70,CAN,L,9,L
8473898,Paul Szczechura,C,BUF,11/30/1985,186,70,CAN,R,58,C
8470635,Petr Vrana,L,N.J,3/29/1985,174,70,CZE,L,22,L
8475321,Phil Varone,C,PHI,12/4/1990,193,70,CAN,L,44,C
8477544,Philippe Maillet,C,WSH,11/7/1992,174,70,CAN,L,16,C
8470153,Pierre-Marc Bouchard,C,NYI,4/27/1984,168,70,CAN,L,96,C
8480800,Quinn Hughes,D,VAN,10/14/1999,170,70,USA,L,43,D
8458537,Ray Whitney,L,DAL,5/8/1972,180,70,CAN,R,13,L
8476423,Reid Boucher,C,VAN,9/8/1993,195,70,USA,L,24,C
8473456,Rhett Rakhshani,R,NYI,3/6/1988,182,70,USA,R,49,R
8471733,Rich Clune,L,TOR,4/25/1987,207,70,CAN,L,25,L
8473614,Richard Bachman,G,VAN,7/25/1987,183,70,USA,L,32,G
8480988,Riley Damiani,C,DAL,3/20/2000,170,70,CAN,R,13,C
8477952,Robby Fabbri,C,DET,1/22/1996,190,70,CAN,L,15,C
8471339,Ryan Callahan,R,T.B,3/21/1985,187,70,USA,R,24,R
8475176,Ryan Ellis,D,PHI,1/3/1991,180,70,CAN,R,4,D
8469681,Ryan Hollweg,L,ARI,4/23/1983,212,70,USA,L,15,L
8478963,Ryan Johnston,D,MTL,2/14/1992,180,70,CAN,R,75,D
8471972,Ryan Keller,R,OTT,1/6/1984,196,70,CAN,R,46,R
8471868,Ryan Russell,L,CBJ,5/2/1987,178,70,CAN,L,25,L
8459442,Saku Koivu,C,ANA,11/23/1974,181,70,FIN,L,11,C
8475222,Sami Vatanen,D,DAL,6/3/1991,185,70,FIN,R,45,D
8479398,Samuel Girard,D,COL,5/12/1998,162,70,CAN,L,49,D
8481059,Scott Perunovich,D,STL,8/18/1998,175,70,USA,L,48,D
8459547,Scott Walker,R,WSH,7/19/1973,196,70,CAN,R,24,R
8468224,Sean Avery,L,NYR,4/10/1980,195,70,CAN,L,16,L
8473905,Sean Bentivoglio,L,NYI,10/16/1985,190,70,CAN,L,67,L
8473488,Sergei Shirokov,L,VAN,3/10/1986,195,70,RUS,R,25,L
8482093,Seth Jarvis,C,CAR,2/1/2002,175,70,CAN,R,24,C
8480776,Sheldon Rempal,R,VAN,8/7/1995,165,70,CAN,R,41,R
8477413,Sven Andrighetto,R,COL,3/21/1993,188,70,CHE,L,10,R
8471753,T.J. Hensick,C,STL,12/10/1985,190,70,USA,R,39,C
8481433,Taro Hirose,L,DET,6/30/1996,160,70,CAN,L,53,L
8475800,Teemu Pulkkinen,L,ARI,1/2/1992,185,70,FIN,R,67,L
8482133,Thomas Bordeleau,C,SJS,1/3/2002,175,70,USA,L,23,C
8471842,Tim Kennedy,L,ARI,4/30/1986,175,70,USA,L,13,L
8470828,Toby Enstrom,D,WPG,11/5/1984,180,70,SWE,L,39,D
8467543,Toby Petersen,C,DAL,10/27/1978,195,70,USA,L,34,C
8459587,Todd Marchant,C,ANA,8/12/1973,180,70,USA,L,22,C
8466392,Todd White,C,NYR,5/21/1975,198,70,CAN,L,12,C
8475193,Tomas Tatar,L,NJD,12/1/1990,182,70,SVK,L,90,L
8478439,Travis Konecny,R,PHI,3/11/1997,175,70,CAN,R,11,R
8479675,Trevor Moore,L,LAK,3/31/1995,182,70,USA,L,42,L
8479442,Troy Stecher,D,ARI,4/7/1994,186,70,CAN,R,51,D
8477353,Tyler Motte,L,OTT,3/10/1995,192,70,USA,L,64,C
8475197,Tyson Barrie,D,EDM,7/26/1991,190,70,CAN,R,4,D
8462117,Vesa Toskala,G,CGY,5/20/1977,198,70,FIN,L,35,G
8476389,Vincent Trocheck,C,NYR,7/11/1993,186,70,USA,R,21,C
8478250,Vladimir Tkachev,L,LAK,10/5/1995,170,70,RUS,R,21,L
8456887,Vyacheslav Kozlov,L,ATL,5/3/1972,190,70,RUS,L,13,L
8470584,Wade Dubielewicz,G,MIN,1/30/1979,185,70,CAN,L,31,G
8477355,Will Butcher,D,BUF,1/6/1995,190,70,USA,L,8,D
8482667,William Eklund,C,SJS,10/12/2002,176,70,SWE,L,72,C
8470223,Yan Stastny,C,STL,9/30/1982,191,70,USA,L,25,C
8474736,Zac Rinaldo,C,CGY,6/15/1990,192,70,CAN,L,36,L
8474576,Zach Boychuk,L,CAR,10/4/1989,185,70,CAN,L,22,L
8471451,Aaron Gagnon,C,WPG,4/24/1986,186,71,CAN,R,21,C
8475332,Adam Almquist,D,DET,2/27/1991,174,71,SWE,L,53,D
8480871,Adam Boqvist,D,CBJ,8/15/2000,179,71,SWE,R,27,D
8479323,Adam Fox,D,NYR,2/17/1998,181,71,USA,R,23,D
8471274,Alex Goligoski,D,MIN,7/30/1985,185,71,USA,L,33,D
8482634,Alex Steeves,C,TOR,12/10/1999,185,71,USA,L,46,C
8481532,Alex Turcotte,C,LAK,2/26/2001,185,71,USA,L,39,C
8478851,Alexandre Carrier,D,NSH,10/8/1996,174,71,CAN,R,45,D
8470378,Andre Benoit,D,STL,1/6/1984,190,71,CAN,L,48,D
8483808,Andrei Kuzmenko,L,VAN,2/4/1996,194,71,RUS,R,96,L
8474681,Andrei Loktionov,C,CAR,5/30/1990,190,71,RUS,L,8,C
8473550,Andrew Bodnarchuk,D,COL,7/11/1988,195,71,CAN,L,44,D
8466333,Andrew Ference,D,EDM,3/17/1979,182,71,CAN,L,21,D
8479249,Andrew Poturalski,C,CAR,1/14/1994,189,71,USA,R,29,C
8476381,Andrew Shaw,R,CHI,7/20/1991,182,71,CAN,R,65,R
8472382,Andy Greene,D,NYI,10/30/1982,190,71,USA,L,6,D
8478463,Anthony Beauvillier,L,NYI,6/8/1997,182,71,CAN,L,18,L
8477407,Anthony Duclair,L,FLA,8/26/1995,191,71,CAN,L,91,L
8474849,Antoine Roussel,L,ARI,11/21/1989,199,71,FRA,L,26,L
8471418,Anton Khudobin,G,DAL,5/7/1986,200,71,RUS,L,35,G
8478073,Anton Lindholm,D,COL,11/29/1994,191,71,SWE,L,54,D
8471873,Anton Stralman,D,BOS,8/1/1986,190,71,SWE,R,6,D
8481637,Anton Wedin,L,CHI,3/1/1993,195,71,SWE,L,57,L
8473973,Antti Pihlstrom,L,NSH,10/22/1984,190,71,FIN,L,42,L
8465025,Arron Asham,R,NYR,4/13/1978,210,71,CAN,R,45,R
8481552,Artemi Kniazev,D,SJS,1/4/2001,178,71,RUS,L,25,D
8478550,Artemi Panarin,L,NYR,10/30/1991,168,71,RUS,R,9,L
8483570,Ben Meyers,C,COL,11/15/1998,194,71,USA,L,59,C
8468868,Ben Ondrus,R,TOR,6/25/1982,208,71,CAN,R,25,R
8474727,Ben Smith,R,TOR,7/11/1988,203,71,USA,R,18,R
8473600,Benn Ferriero,R,VAN,4/29/1987,195,71,USA,R,77,R
8476399,Blake Coleman,C,CGY,11/28/1991,200,71,USA,L,20,C
8476370,Blake Pietila,L,N.J,2/20/1993,200,71,USA,L,56,L
8478480,Blake Speers,C,ARI,1/2/1997,185,71,CAN,R,74,C
8482061,Brandon Biro,L,BUF,3/11/1998,170,71,CAN,L,46,L
8479542,Brandon Hagel,L,TBL,8/27/1998,174,71,CAN,L,38,L
8474646,Brandon McMillan,L,VAN,3/22/1990,190,71,CAN,L,21,L
8459461,Brendan Morrison,C,CHI,8/15/1975,176,71,CAN,L,17,C
8466160,Brenden Morrow,L,T.B,1/16/1979,212,71,CAN,L,10,L
8479734,Brennan Menell,D,MIN,5/24/1997,177,71,USA,R,61,D
8474698,Brent Regner,D,FLA,5/17/1989,189,71,CAN,R,22,D
8465968,Brett McLean,C,FLA,8/14/1978,184,71,CAN,L,23,C
8475810,Bryan Rust,R,PIT,5/11/1992,192,71,USA,R,17,R
8480083,C.J. Smith,L,CAR,12/1/1994,181,71,USA,L,49,L
8478058,CJ Suess,L,WPG,3/17/1994,190,71,USA,L,73,L
8474029,Cade Fairchild,D,STL,1/15/1989,190,71,USA,L,82,D
8473504,Cal Clutterbuck,R,NYI,11/18/1987,216,71,CAN,R,15,R
8480069,Cale Makar,D,COL,10/30/1998,187,71,CAN,R,8,D
8480884,Calen Addison,D,MIN,4/11/2000,180,71,CAN,R,59,D
8475714,Calle Jarnkrok,C,TOR,9/25/1991,186,71,SWE,R,19,C
8479341,Cam Dineen,D,ARI,6/19/1998,183,71,USA,L,54,D
8481546,Cam York,D,PHI,1/5/2001,175,71,USA,L,45,D
8478888,Cameron Hughes,C,BOS,10/9/1996,160,71,CAN,L,53,C
8474176,Carl Hagelin,L,WSH,8/23/1988,186,71,SWE,L,62,L
8480292,Carson Meyer,R,CBJ,8/18/1997,184,71,USA,R,55,R
8474844,Carter Bancks,L,CGY,8/9/1989,181,71,CAN,L,46,L
8475231,Casey Cizikas,C,NYI,2/27/1991,195,71,CAN,L,53,C
8479578,Casey Fitzgerald,D,BUF,2/25/1997,188,71,USA,R,45,D
8471411,Chad Kolarik,C,NYR,1/26/1986,178,71,USA,R,25,C
8471885,Chad Rau,C,MIN,1/18/1987,198,71,USA,R,36,C
8477244,Chad Ruhwedel,D,PIT,5/7/1990,191,71,USA,R,2,D
8476322,Chase Balisy,C,FLA,2/2/1992,179,71,USA,L,23,C
8474018,Christopher DiDomenico,L,OTT,2/20/1989,174,71,CAN,R,49,L
8473512,Claude Giroux,R,OTT,1/12/1988,185,71,CAN,R,28,C
8477832,Cody Kunyk,R,T.B,5/20/1990,195,71,CAN,L,28,R
8482149,Cole Perfetti,C,WPG,1/1/2002,177,71,CAN,L,91,C
8476941,Connor Carrick,D,N.J,4/13/1994,192,71,USA,R,5,D
8477365,Connor Clifton,D,BOS,4/28/1995,175,71,USA,R,75,D
8448382,Curtis Joseph,G,TOR,4/29/1967,193,71,CAN,L,31,G
8468166,Curtis Sanford,G,CBJ,10/5/1979,187,71,CAN,L,30,G
8477059,Damien Brunner,R,N.J,3/9/1986,185,71,CHE,R,12,R
8467096,Dan Boyle,D,NYR,7/12/1976,194,71,CAN,R,22,D
8460621,Daniel Alfredsson,R,DET,12/11/1972,203,71,SWE,R,11,R
8473932,Darroll Powe,C,NYR,6/22/1985,212,71,CAN,L,8,C
8480063,David Farrance,D,NSH,6/23/1999,189,71,USA,L,22,D
8478436,David Kase,R,PHI,1/28/1997,169,71,CZE,L,72,R
8458536,Dean McAmmond,C,N.J,6/15/1973,195,71,CAN,L,11,C
8468001,Derek MacKenzie,C,FLA,6/11/1981,177,71,CAN,L,17,C
8470061,Derek Meech,D,WPG,4/21/1984,200,71,CAN,L,7,D
8471396,Derek Peltier,D,COL,3/14/1985,190,71,USA,L,6,D
8479346,Dillon Dube,C,CGY,7/20/1998,187,71,CAN,L,29,C
8475200,Dmitry Orlov,D,WSH,7/23/1991,212,71,RUS,L,9,D
8480946,Dominik Kahun,C,EDM,7/2/1995,175,71,DEU,L,24,C
8478866,Dominik Simon,C,ANA,8/8/1994,190,71,CZE,L,12,C
8458361,Doug Weight,C,NYI,1/21/1971,202,71,USA,L,93,C
8478106,Dylan Sikura,C,COL,6/1/1995,166,71,CAN,L,95,R
8465050,Eric Belanger,C,EDM,12/16/1977,185,71,CAN,L,20,C
8474892,Eric Wellwood,L,PHI,3/6/1990,180,71,CAN,L,11,L
8473588,Erik Condra,R,DAL,8/6/1986,185,71,USA,R,27,R
8478451,Ethan Bear,D,VAN,6/26/1997,197,71,CAN,R,74,D
8479289,Ethan Prow,D,BUF,11/17/1992,182,71,USA,R,6,D
8474149,Evgenii Dadonov,R,MTL,3/12/1989,185,71,RUS,L,63,R
8480188,Fabian Zetterlund,L,NJD,8/25/1999,220,71,SWE,R,49,L
8467400,Francois Beauchemin,D,ANA,6/4/1980,208,71,CAN,L,23,D
8473647,Frederic St-Denis,D,CBJ,1/23/1986,192,71,CAN,L,28,D
8479748,Gage Quinney,C,VGK,7/29/1995,200,71,USA,L,72,C
8475291,Garrett Mitchell,R,WSH,9/2/1991,198,71,CAN,R,76,R
8476966,Gemel Smith,C,DET,4/16/1994,195,71,CAN,L,28,C
8471680,Gilbert Brule,C,ARI,1/1/1987,187,71,CAN,R,8,C
8471482,Grant Clitsome,D,WPG,4/14/1985,211,71,CAN,L,24,D
8470203,Greg Mauldin,L,COL,6/10/1982,195,71,USA,R,20,L
8468636,Greg Zanon,D,COL,6/5/1980,201,71,CAN,L,4,D
8479969,Griffen Molino,C,VAN,1/21/1994,171,71,USA,L,13,C
8480844,Grigori Denisenko,L,FLA,6/24/2000,186,71,RUS,R,14,L
8474679,Gustav Nyquist,L,CBJ,9/1/1989,184,71,SWE,L,14,R
8476158,Harry Zolnierczyk,L,NSH,9/1/1987,180,71,CAN,L,26,L
8480070,Ian Mitchell,D,CHI,1/18/1999,173,71,CAN,R,51,D
8482175,JJ Peterka,R,BUF,1/14/2002,192,71,DEU,L,77,R
8480835,Jack Drury,C,CAR,2/3/2000,174,71,USA,L,72,C
8482150,Jacob Perreault,R,ANA,4/15/2002,192,71,CAN,R,64,R
8472338,Jaime Sifers,D,MIN,1/18/1983,198,71,USA,R,48,D
8477404,Jake Guentzel,L,PIT,10/6/1994,180,71,USA,L,59,L
8479991,Jake Leschyshyn,C,VGK,3/10/1999,190,71,USA,L,15,C
8480231,Jakub Galvas,D,CHI,6/15/1999,161,71,CZE,L,76,D
8480143,Jakub Jerabek,D,STL,5/12/1991,199,71,CZE,L,28,D
8470222,James Wisniewski,D,CAR,2/21/1984,203,71,USA,R,21,D
8474657,Jamie Arniel,C,BOS,11/16/1989,183,71,CAN,R,72,C
8482142,Jamie Drysdale,D,ANA,4/8/2002,175,71,CAN,R,34,D
8473569,Jan Mursak,L,DET,1/20/1988,190,71,SVN,R,39,L
8471480,Janne Pesonen,L,PIT,5/11/1982,180,71,FIN,L,20,L
8479994,Jaret Anderson-Dolan,C,LAK,9/12/1999,188,71,CAN,L,28,C
8470860,Jaroslav Halak,G,NYR,5/13/1985,185,71,SVK,L,41,G
8467857,Jason Krog,C,VAN,10/9/1975,185,71,CAN,R,40,C
8469506,Jason Pominville,R,BUF,11/30/1982,180,71,USA,R,29,R
8468789,Jason Williams,C,PIT,8/11/1980,192,71,CAN,R,19,C
8475722,Jason Zucker,L,PIT,1/16/1992,183,71,USA,L,16,L
8477963,Jayce Hawryluk,C,VAN,1/1/1996,196,71,CAN,R,8,C
8477520,Jean-Sebastien Dea,C,BUF,2/8/1994,175,71,CAN,R,39,C
8475784,Jeff Skinner,L,BUF,5/16/1992,187,71,CAN,L,53,L
8479602,Jeremy Davies,D,NSH,12/4/1996,180,71,CAN,L,38,D
8475309,Jerry D'Amigo,R,BUF,2/19/1991,200,71,USA,L,49,R
8477046,Joakim Ryan,D,CAR,6/17/1993,185,71,USA,L,47,D
8470794,Joe Pavelski,C,DAL,7/11/1984,190,71,USA,R,8,C
8451101,Joe Sakic,C,COL,7/7/1969,195,71,CAN,L,19,C
8471856,Joe Vitale,C,ARI,8/20/1985,205,71,USA,R,97,C
8477810,Joel Hanley,D,DAL,6/8/1991,190,71,CAN,L,39,D
8481516,Joel Kellman,C,S.J,5/25/1994,192,71,SWE,L,46,C
8481641,Joel Kiviranta,L,DAL,3/23/1996,180,71,FIN,L,25,L
8480940,Joel Persson,D,EDM,3/4/1994,170,71,SWE,R,36,D
8477326,Joel Vermin,R,T.B,2/5/1992,192,71,CHE,L,92,R
8479315,Joey Anderson,R,TOR,6/19/1998,190,71,USA,R,49,R
8475728,Johan Larsson,L,WSH,7/25/1992,202,71,SWE,L,22,C
8474202,John Curry,G,MIN,2/27/1984,185,71,USA,L,33,G
8481077,John Leonard,L,SJS,8/7/1998,183,71,USA,L,43,L
8466371,John Madden,C,FLA,5/4/1973,190,71,CAN,L,10,C
8470113,John Zeiler,R,L.A,11/21/1982,204,71,USA,R,29,R
8481013,Jonatan Berggren,R,DET,7/16/2000,197,71,SWE,L,52,R
8479373,Jonathan Dahlen,C,SJS,12/20/1997,176,71,SWE,L,76,C
8480247,Jonathan Davidsson,R,OTT,3/12/1997,185,71,SWE,R,17,R
8475893,Joonas Rask,C,NSH,3/24/1990,168,71,FIN,R,72,C
8474586,Jordan Eberle,R,SEA,5/15/1990,187,71,CAN,R,7,R
8480887,Jordan Harris,D,MTL,7/7/2000,179,71,USA,L,54,D
8475224,Jordan Szwarz,R,OTT,5/14/1991,200,71,CAN,R,21,R
8460535,Jose Theodore,G,FLA,9/13/1976,172,71,CAN,R,60,G
8477010,Joseph Blandisi,C,PIT,7/18/1994,187,71,CAN,L,39,C
8475567,Julien Brouillette,D,WPG,12/5/1986,185,71,CAN,L,49,D
8477945,Julius Honka,D,DAL,12/3/1995,180,71,FIN,R,6,D
8471829,Justin Mercier,C,COL,6/25/1987,190,71,USA,L,43,C
8482179,Justin Richards,C,NYR,3/17/1998,190,71,USA,R,90,C
8475826,Justin Shugg,R,CAR,12/24/1991,185,71,CAN,R,52,R
8477424,Juuse Saros,G,NSH,4/19/1995,180,71,FIN,L,74,G
8476798,Karl Stollery,D,N.J,11/21/1987,180,71,CAN,L,46,D
8480901,Karson Kuhlman,C,SEA,9/26/1995,185,71,USA,R,83,C
8470054,Keith Ballard,D,MIN,11/26/1982,204,71,USA,L,2,D
8471694,Kenndal McArdle,L,WPG,1/4/1987,190,71,CAN,L,23,L
8478099,Kevin Labanc,R,SJS,12/12/1995,185,71,USA,R,62,R
8470232,Kris Newbury,C,PHI,2/19/1982,205,71,CAN,L,24,C
